order_id,payment_sequential,payment_type,payment_installments,payment_value
8cb07e7e810ad9e5f33062cb4735d488,1,boleto,1,38.42
c57fbb30efb2a0170ccc3db897839462,1,credit_card,2,65.20
a3e4fb1d4c4c04deb731bae74f190339,1,credit_card,1,42.10
d12ab5d1454294ce820fd1ccc56d760e,1,credit_card,1,103.13
02b02f566c72d81744ae60c7b6afa22d,1,credit_card,4,148.13
7e81c4cc31fd46f225b4441e179f78a1,1,credit_card,1,46.22
523edc667ecf141c2018ec8c1e6c0211,1,credit_card,3,232.86
dff20979c5b8b4378f7e769aa413390e,1,credit_card,6,87.27
658bea3a595af733d395a91ed9714160,1,credit_card,2,501.44
14b4ad3f2983687b458e0118ab3c1d5c,1,credit_card,2,115.15
99e3f90c535337b45eace6f8a8a9400f,1,credit_card,4,95.00
49c7df46784ee525af9f5cb40fc1d508,1,credit_card,1,27.36
0cce12b5e68a55914cd38b40985f7262,1,boleto,1,61.01
c4314d0c3517d1afc447262855bd2a08,1,credit_card,2,126.71
6b1391687f84349c62119cb2c95374e0,1,credit_card,8,263.25
653f05432280006916452a2fbb55b136,1,boleto,1,60.92
5497655681652e7e1306139bb5d04a14,1,credit_card,1,44.42
388093f2361bae7f871b80bf9673e2ee,1,credit_card,3,57.68
e68888548de4c863a78ae2de41ec0215,1,credit_card,3,324.44
bd61cca18344a303e8e6bef9861d64c5,1,boleto,1,44.88
270e2c93dda2be7908cdf2a877171b8d,1,credit_card,1,47.68
dfec7411ab4ba17202e5aa72bcd3a3e1,1,boleto,1,132.14
bdb2bc3c571eb25e242b01f591816c7b,1,credit_card,1,38.09
d9e5efc8095789e6ed44f7419f794928,1,credit_card,3,132.26
33d1c541fe62cc7e7de82f1a6f7209f1,2,voucher,1,100.00
08b04eb82fbd41d6a4a779d822d57a08,1,credit_card,1,120.68
7a18a504c1a4b32d883e68de2e1a7db0,1,boleto,1,16.62
c8375e79155a5bfc564dd3da053bdd15,1,credit_card,4,95.10
0a1ad2c293c3baacc6b2c2d442c71acd,1,credit_card,4,44.42
7f2f03f3b7e68c7b510177e04cb2b40e,1,credit_card,1,86.81
38eec5bb3f0c72a0441c485a07bd99b5,1,credit_card,6,66.64
deafd5190946c25dcce1974055abb693,1,boleto,1,24.75
0b6d11d4a289a1574e8888f2558dd548,1,credit_card,1,75.53
49c6d2d936de699d0f22a5b66451200c,1,credit_card,3,74.00
dc448b07dcf70d4f397500af86b4601f,1,debit_card,1,21.19
d1902896db97466b224147cda743f3a8,1,credit_card,5,220.25
8c10b4712b6c450e49bcfb6b1e48449f,1,boleto,1,41.90
4576ccc69bb4a9402048a8672467675b,1,credit_card,2,98.14
da3bac2656a4b63f668843b70a0a38b8,1,credit_card,3,65.00
c11e4b7ceb73050e960f5b9ff6b75a72,1,credit_card,2,58.94
b4d81b7ba0a5e97d9b77104dc0f3b82d,1,credit_card,1,169.99
a5bd353b2ac215ebe5c34f03dcd5361f,1,credit_card,1,37.22
06f5f6139b33f53defc64643f1252d53,1,credit_card,6,60.46
b3b4094d535004ba0ef19c96ba6dfd11,1,debit_card,1,37.13
8912983ff47de54fb2cf774efebd8f09,1,credit_card,3,156.85
e77d85bec584c36b9558adc732947c76,1,boleto,1,124.22
cde3a38426f2025992e76394bfed732c,1,boleto,1,84.05
8bc4e989df64f2d8c2381c9718a0f963,1,boleto,1,99.65
062f0992a050330334749ffa530fa796,1,credit_card,2,147.99
e2b12d317e3875999cbcfc47a2e5a88f,1,credit_card,3,138.15
9843c2a66fe0afda6509bc4274f743de,2,voucher,1,88.92
50a2d9e8f28f577acd594ba29d58eced,1,credit_card,2,201.24
2dd5f6a66c1d82ee0b8c864ddf9833f2,1,boleto,1,549.70
341fde35809d4cdae709b875a0040b23,1,credit_card,2,196.38
4b81239fe83a49acf69014a6819d45f7,1,credit_card,2,45.19
04af40a6714e5ab254138fcd4863f0c1,1,credit_card,4,47.39
e1c27845029801e7461bce7d580db092,1,credit_card,10,269.32
30192988070ccc8d5f5d40aad62b8ed4,1,credit_card,3,164.62
0d439757ecfbf3291e45eeed58215fe8,1,credit_card,10,363.14
931eb9b18a6471d1f635ff15fcbde0ca,1,credit_card,4,87.64
9ce991aaccb4817cc0ca0b4edb5c5ff1,1,credit_card,4,53.78
2e98befb6d10b5b83de9d9b4a6f836f9,1,credit_card,1,246.92
423c157cb61f228b20c08e79cd28b9b9,1,credit_card,8,207.73
b23014161ca1bc596a96e77112ee5360,1,credit_card,3,43.00
727412faf7aef5ef3c7e0f03350d80c7,1,boleto,1,83.10
2251c2ae48921e06fee59a7779d9bd47,2,voucher,1,40.11
4b90a2d18610d0b0ebb42c4abda69034,1,credit_card,6,398.88
5133357f704cf088de56cd5671858cf8,1,credit_card,3,72.15
8578000d0000b3bacf28bd31ee906b92,1,boleto,1,41.96
1ffded15ce20a1a518490765dc37cc9c,1,voucher,1,28.52
89919c333a05c327cd25b1ee32ccaca8,1,boleto,1,164.72
807d573c36fdd71594efae0ca1db554e,1,voucher,1,62.62
1bb74bdf991ecc937ab8901c6b412a24,1,credit_card,5,56.88
7743b506a4c2e87e3f5af919334ea71a,1,credit_card,4,225.71
a9f6ce91a31d7e8dc4af0d3c847a5639,1,credit_card,4,221.79
7c83cd570176d1b7e42606920fd81d81,1,credit_card,8,243.76
d1f7b8ef7a59b18de8df95b7b8073a5f,1,credit_card,1,24.87
1728325be5eb1de748928d1e52fbdc29,1,credit_card,3,59.29
7b21dc72af6d0de45bdd249a637710a1,1,boleto,1,116.85
594013e81f2c775b3fb2591f7e4bd4a9,2,voucher,1,129.71
5dd2d22e1330c17a5d2ce7ba581b2c98,1,credit_card,2,187.65
f6bceb62b35d3e5335db07a36336bd6b,1,credit_card,1,38.13
c8f4027dbf44d9747152dca781b0cc37,1,credit_card,3,76.19
4e426aca1d549d77439cb4eb115a5d37,1,credit_card,1,62.31
bc839831ba2010861cf9e75ed8f1306f,1,credit_card,3,190.40
02624f7cd7272b3e027320023dbdc99b,1,boleto,1,48.69
668ee4108169a1d58c55b20ddc3fa3c9,1,credit_card,10,118.03
ace40b7f6657491f011b8a3ba9edeeaf,1,credit_card,4,49.09
5aca16835e759ea6a7e1d4369d0ce451,1,credit_card,5,461.65
28e5cef9cc61c5abe004567dca778bbb,1,credit_card,1,54.09
7d0a7957897551b77224fc297e8f6046,1,credit_card,1,52.18
621be24850f6edd2e8dbd75a0f19668a,1,credit_card,2,317.16
b9581bf1b646f4fc021b131e1ca4d034,1,credit_card,1,77.54
7a92ce27fd58082e708b8eb1eba5f678,1,credit_card,2,88.09
8797dc96576f93204dc46d189f4a724b,1,credit_card,3,158.45
d14e5c5300262d554b76179fa67e6f71,1,credit_card,3,41.79
7d6ffa9ff53fd7da04eb9025ba231be2,1,credit_card,6,326.92
8dc67de08c1738a90e70f62f2920b432,1,credit_card,10,369.78
69f54f52631eb8ea8bec66cb902cf54e,3,voucher,1,14.32
30abb2f439ba28a74be74a347eb3a6e0,1,credit_card,4,217.36
a68d55e37069898482bef61866cac7f4,1,credit_card,1,52.68
a44088d916b1cb5763921534c14f9a0d,1,credit_card,1,121.78
df156891939f37c451dfa81e3e724540,1,credit_card,2,27.05
6643fcf7be174c77fb72dea37c92aa19,2,voucher,1,4.81
78ccc8b2b91842cf16b56d474d8c8480,1,credit_card,3,70.54
eac95d79983b55d39fb2139922bc4c36,1,boleto,1,148.15
2d48e0823cd1b60fcd0653613d712e27,1,credit_card,2,78.62
aa2a0609fab50d659ead956ec8f69de1,1,credit_card,1,92.14
db10e5b34779ebe39e1bc929469eb841,1,credit_card,1,27.89
e138166b54ea9292f505d07a4999db88,1,credit_card,1,43.41
2ae6bf810adb8aa11c97527eb4e62a15,1,credit_card,1,212.88
e2b405a4cccf1e66eb8d2b73a4bba700,1,credit_card,2,141.74
2d7eb01778411aad90ac1f9b50187b07,1,credit_card,2,177.44
0379c7b005e9be5439462ece4e356341,1,boleto,1,221.79
0f884853f408247bc673050f33f2c5e5,1,credit_card,3,522.28
0da1757dba2fb3d886b5051cb964c524,1,credit_card,3,194.50
ad8c386772f88caabcff4e2a8bee26d3,1,debit_card,1,93.12
d11fd4395b314a358cc155ea5c525c07,1,boleto,1,99.75
052b35671e2bdd45aa889c5fa09e2809,1,credit_card,8,403.27
0e0cb073422fcdc0645935e23d672736,1,credit_card,3,279.59
e93d4bbea9f3bfbce59cc83e6a663437,1,boleto,1,64.59
a1a904e8b9bcacd940d9e8f476467cce,1,credit_card,6,134.20
0faa73d77b7f91828bd92315a94d6ef4,1,credit_card,3,329.33
852ec507c9db5b3b1086cb9e6d89c697,1,credit_card,6,158.07
ab0c90a5da04e0132ea07c113bedec0d,1,credit_card,3,77.52
c9f7bcb4ff5c6c8e661cb6cd7fd0974b,1,credit_card,2,77.99
b0a53313f05c1fb7b57eba8c55f35035,1,boleto,1,49.22
be713173db53bf7fa11050f91ac461ce,1,credit_card,5,54.31
959815491185d6d44b4adfb9caaf3b9f,1,boleto,1,171.49
d38cfff41619a58ae9fb4bb3be5cdfa6,1,credit_card,1,61.05
eacabc11d89126dfd871cddb597a0409,1,boleto,1,36.04
aa9f47b4e7c06b6c495bf26fff85bb17,1,credit_card,2,72.90
b95df3cef5297e79ef709ba256518f6f,1,boleto,1,363.74
0ca3024fdd038f1b734a8f1bc57e9055,1,credit_card,1,49.24
417996696d91e1f74fe36c995ab65b97,1,credit_card,3,67.22
b896461e3ed46fe0c2f27a21c5a895aa,1,credit_card,10,128.08
86e15c44520932e049ca96660a60b776,2,voucher,1,20.00
7b037997dc5c0effc3ef3339f5e3d509,1,credit_card,1,108.26
0c3a7b14aa5e70ef5991122f6bb552de,1,credit_card,10,154.66
371d3a892917017b32ada644ba1f301d,1,credit_card,3,79.44
4e61d7c6f86143c04ee80dae4955fd92,1,credit_card,8,83.22
17f97d000b0ebd36b6dbdf154b0a3d7f,1,credit_card,2,76.27
58b67b63bcec8f5f157c17d15b724b89,1,credit_card,3,219.43
a01cc79e3afbac4a52ce1d528080e438,1,boleto,1,28.46
b81909d99454a0227bc01cc241ef921a,1,boleto,1,68.10
cfe9a2c324eefb180663116644e4f171,1,credit_card,3,605.70
4540273b4f01534b24124542bc34568a,1,credit_card,5,54.63
88aa3c3fb095aabfed68ad9cfe82c151,1,credit_card,6,126.80
7d25201b841d0a91a003edf192834005,1,boleto,1,41.75
512669f049d27cb8c95c83eb6e268bfa,2,voucher,1,100.00
2c7e5cbdab3bc1cc70b61425a7648ff1,1,credit_card,1,43.75
1c308eca3f339414a92e518e2a2e5ee9,1,credit_card,6,66.74
d24b90d375b1415ca40e5b531d04a6bf,1,boleto,1,63.00
634adfa0f5cb0fd3a7c932f3b5b463fa,1,credit_card,2,147.74
270c203303119d8cee340c3b736a8ea1,1,credit_card,2,138.98
5c5c9fde60ffb741545cf2608e8c12ca,1,credit_card,10,613.78
fb8a1aa2a0931ede3ac1d6ae42d4ffdc,1,credit_card,7,240.17
47f6f4fe0e134442ba777c87169469c3,1,credit_card,1,31.03
cea892923b3775abd19f80626d4b5d37,1,credit_card,1,155.14
71d1d659a3fc76b377ac21af193fae99,1,credit_card,8,527.77
70d0dedf8c23e2cedca5915427acd101,1,credit_card,6,185.26
938cf33aaa64536379e72993eab4cef2,1,boleto,1,153.10
d16fbfb439fe82b7efb949345d70611f,1,boleto,1,43.10
ff8f8f9123b73422b7a732a02483d9e2,1,credit_card,4,48.30
d2a0cfdf8f3b718afce8a4b9d943614a,1,credit_card,4,93.86
7c3797b7f047e4358a5b2f9b9cf2e927,1,credit_card,1,77.14
d8734ba226623cf1c86b3cce8cbffa78,1,credit_card,4,589.42
6509efe5f7fec11ff1e44d9232103a0e,1,boleto,1,301.76
0f2bbeda958833e5a67ceb4368f282fe,1,credit_card,1,436.14
773632f583feeda7d9b063496b6526a2,1,boleto,1,85.58
84e340f8ce26dd8b76b86f8d2c84debd,1,boleto,1,138.92
9a3deb474c6a3f4fbdf3252718392c47,1,credit_card,1,192.98
cecc450aed233004e69538a4ce7f7f37,1,credit_card,3,65.01
0cd2179b125d8eab88815631c3ce586e,1,boleto,1,221.79
5d97051b2fbe2d850d8c195e054735b4,1,credit_card,1,83.00
1ae6cdc7484c3cf6f29144b09d68f360,1,credit_card,1,28.13
8b69e25aaf296391c63e1158984ed9ce,1,credit_card,1,275.56
036ea72a17833a6fbbcd3e4df8250292,1,credit_card,1,85.14
465c2e1bee4561cb39e0db8c5993aafc,8,voucher,1,41.03
25e23f5fbf3139c628fe56c126c97391,1,credit_card,3,213.73
f8156c3c902b5ae88ac59a6c7b28f72a,1,boleto,1,60.64
646410b7c77f0bae163c4d4cbe4d78de,1,credit_card,3,102.03
70aefd12bdd5391f02011072c16e6801,2,voucher,1,85.39
8c05fe795783a73c159dfddbcf910689,1,credit_card,1,0.34
4660bb9edc05ee0d35c8aeaa896f3300,1,credit_card,5,180.71
200f4d883fcc701355e46b8c6035743f,1,boleto,1,169.40
0ed5043fe7d3f4f88353697330bbc020,1,boleto,1,76.63
abef8b5d0f7fa066c7473db7d650c870,1,credit_card,1,452.72
e914223bd5011825c70d0c53ff6a53d0,1,credit_card,1,76.29
eeed16ea7d99f4531ac2aefa8dd79368,1,boleto,1,72.14
3c5edc9665595ab8ab9bdd6c5c4a961a,1,boleto,1,1317.36
b86149c8139bc8a77792c2b24942a0db,1,credit_card,1,80.34
92a9ef7f0a0d392c9ad0d5f44e86b4ba,1,credit_card,1,7.64
1c061a8ec3723c908e73a617687fe54a,1,credit_card,3,138.36
868848b4871ab271d735d67e64584f81,1,credit_card,2,22.84
0c433b41ac4f5739f4c65e19bbdc8208,1,credit_card,1,245.99
cc7b510ece4b6212269c87aae1a60658,1,credit_card,10,374.73
1db209fdc128d35605e562a70180dd32,1,credit_card,6,122.55
e660da13091dbe48784500c1c3e2fb75,1,credit_card,4,256.06
a305557a41b3c1889b8e0d9255f9ef1a,1,credit_card,2,75.46
17784b9fbb37fb0bdc230d8ed6f6b355,1,credit_card,1,1342.98
407c915b14e91ef7bfab0f2f272ccfc9,1,credit_card,1,106.25
6acecf438369055d9243e121045cca74,1,boleto,1,18.62
68e55ca79d04a79f20d4bfc0146f4b66,1,credit_card,6,154.67
b025ae09d0783f8194ec38b10c65acbd,1,credit_card,1,36.28
d18941a914e7a203e714a20432c05a35,1,credit_card,1,36.17
ae68db7133205767bf752b04da1d3b50,1,boleto,1,205.47
e208a6bd0e030c2240ec286633bd9039,2,voucher,1,20.00
9a965cd710da5125076afbd641624600,1,boleto,1,79.93
72057e22b4e99820f18ad51861441403,1,credit_card,2,99.90
4310f91feaa68e3b065256b3a4debe75,1,boleto,1,298.32
cd6f777c4734b77c8f01725d6a3500c0,1,credit_card,1,55.91
d8d5f372b6b1d10843065cbd97d6c55b,1,credit_card,1,113.15
1306d7999cdd320272eeea20f5768b77,1,credit_card,1,41.68
75086a2f175d1548f12ffd72be9d06a7,1,boleto,1,509.66
c84fc53c53493ddf7c688d601056510e,1,credit_card,1,91.66
a006b205e3eb2c6f672a5a4ca2513d6e,1,credit_card,3,33.78
558731462aceb9588378c7c19194d2db,1,credit_card,3,1089.96
753aaaa715f963740a358c291bc79727,1,credit_card,1,144.07
ebb5a074406776ad07439bc2049c1fe4,1,credit_card,1,65.55
1e69dcdcbc094d39d6ba64248af906fb,1,credit_card,3,186.49
49bcc1ace70cb046d87e21636d05f090,1,credit_card,2,94.21
abbc0add533d31e83195d03eebe028f8,1,credit_card,1,125.58
3dd755153da335084e4f2ae10c077b5e,1,credit_card,2,99.22
2dc89150e25e0d36a6b80cea3c8a1290,1,credit_card,1,5.15
a28eed39ae05f21eb40e88b4cfa90b7d,1,credit_card,1,60.23
fd180ff2363b236f823a4fa8a2a729f1,1,credit_card,3,31.75
5e1e97f999b0aa80d601a6619c1c050f,1,debit_card,1,117.38
8add635e672a6b52fa66cc99d940ab8c,1,credit_card,1,64.42
0f28dea25f498acb1ab8d7f947c2ceaf,2,voucher,1,27.37
21fc87cfedd833f6e6749fd823dc9754,2,voucher,1,16.16
e35b67f3b9778766f35d9d6e11af1761,1,credit_card,1,171.55
399775d0638168dfd529422f995fcc41,1,boleto,1,259.99
3c060be8256385c5eab23e0f857609d8,1,credit_card,1,34.69
067410a773ded180052ac522f139ab41,1,boleto,1,47.34
17e62f08a374da7740ffded4b25d4f31,1,credit_card,3,369.86
ec323db17a13fc07c4b07f0f7f86986d,1,credit_card,8,111.97
03b566bccfbc64cf92b82db663a243f8,1,boleto,1,112.12
97d6279a91ffe03ed63041acff508488,1,credit_card,2,107.80
d35c1cd70132b8215cbe4c943537d139,1,credit_card,2,244.81
499798fd04e5748ac54b4456d1b7995c,6,voucher,1,25.00
21a700353585ff0d776cdde844166983,1,credit_card,4,55.51
cb6e8d89049744886ad04520d5e0b2f6,1,credit_card,10,263.40
58fa3cd471625c6384fc92e41508b3a6,1,credit_card,2,44.05
eadf1db71815b513cf62a49e9c6416fe,1,credit_card,10,1241.19
8cab96495293d1bfed0c4f34ae7fb9e9,1,credit_card,1,148.29
e437a323d90b04581fd8418d4afcce4f,1,boleto,1,723.20
9c957591bcb898e6250cde437b938d95,1,credit_card,1,148.60
60e2fe3a23e71c24f3ab0f648ebd6a8f,1,credit_card,2,106.52
97df4160390cf20ee63b032b5a93d0e2,1,credit_card,1,203.73
0e1756f57187e203c6151ebe990fa670,1,credit_card,3,36.73
701ddcb0eab1d32958b3638a5e8c4e97,1,credit_card,1,1.05
be13c8dcfef55266122ed7d751f92ce3,1,boleto,1,42.78
0507a74781354ea643bff372311d2a97,1,credit_card,5,117.96
811fb2c7e16f59a332b36c2c87798007,1,debit_card,1,73.01
55d61651bd48809af0402aa14f64e523,1,credit_card,2,92.80
4d52cfe3ad25169d39fe5e6f99d17e2c,1,credit_card,4,171.87
ff70ad5dd90ca8946ddb2ba48946c0e2,1,credit_card,2,130.16
96a056333b6517f334ac928d91dc7e15,1,credit_card,3,72.17
40276598768326cdd5ae39038037434f,1,boleto,1,178.22
f16010e0add047ba483e2b3eefa7c60e,1,credit_card,6,69.61
583897e4cf9cd552e5abfacdf82bcb75,1,credit_card,2,247.25
66721fc1b7506481ff0d62fefe0aaa6c,1,credit_card,2,616.86
c713e92621de8e6880f8de2b10923243,1,boleto,1,35.75
e54a8ab3ead9bbdf681b8e18273f2cde,1,debit_card,1,82.78
1573c1514d9e6b02151d3f7a1e9b0b20,1,debit_card,1,174.16
f036b00e17fcaef60868e806043a66d3,1,credit_card,10,467.90
9ef31a923c43ec898b3e23b270a98c1e,1,credit_card,1,17.68
34cc8cb419e5e8ffe6a5090b551dbf61,1,boleto,1,31.48
10b6352081cd9c4b594e4be0c491ee62,1,credit_card,2,103.46
d84ff9150e7677a1de43990fff1868ef,1,credit_card,3,159.43
d33a52afa37dd9de6958cedae3be455e,1,credit_card,2,123.79
1d56a69c61d4c1cfa98fd5379f4f22fe,1,credit_card,3,357.08
5480f040b65927b72574473cce844a76,1,credit_card,1,51.59
34f4394bcaeb05083b670513b73961c6,1,boleto,1,179.60
0372d2e3d0ac2600aa8e08e6c46cb7dc,1,credit_card,4,76.65
28443792b60e1229531d828dc74087ff,1,credit_card,3,399.38
277006d8d593850cce4c18ce1c9a136a,1,credit_card,1,35.84
ecf4a4c673715759b55b3be3a8ea99b2,1,credit_card,1,105.81
ccfc366f9a65ee1750a938bd18aa489f,1,credit_card,4,46.39
6a572211b95b6cd2453951ff6aca653b,1,boleto,1,368.82
912859fef5a0bd5059b6d48fa79d121a,1,credit_card,1,178.25
873b89c80c9a05f055f4670e055293ce,1,credit_card,1,59.01
18709eaac22345a27e1027cd4900b554,1,debit_card,1,127.36
6f275c944d1814eca6bfbb2bcfa3b0ea,1,boleto,1,242.24
d89ff75da06f798ea64c91a496386314,1,credit_card,10,197.70
90f0e72dfebcd41e26656d079d881674,1,credit_card,8,526.93
c50e38fc8b688b01c6a4109a6e075977,1,credit_card,5,325.47
dd12ffa175ee0c7931890dd19db54427,1,debit_card,1,165.80
1ff554f292eca293a405beea2511f6de,1,boleto,1,84.20
28e7148abde825a20fa617db02f92c99,1,credit_card,1,22.19
50de76b6e07161441556b571d4e85248,1,credit_card,3,84.20
f11fa7d0f434a225ec6d229d5337ced4,1,boleto,1,112.53
fdda37c607e545cc35b20ab1eb1a057a,1,credit_card,1,62.22
f756f24c1fc9b46e384943ba538a23cd,1,credit_card,9,93.30
fdb3ef83ea6f7bef7d13bdd9b38da661,1,credit_card,2,122.54
a76390702d2f24f9e0d5ad3c5e9ec562,1,credit_card,10,933.92
aa0bc25a48a3d53cc009df13ed116b23,1,credit_card,3,107.79
b8615aa7e6248212cab23e120279acf2,1,credit_card,3,97.15
6eee33addf2f19cbd1d8e81c851825f8,1,credit_card,6,98.72
f96344495ad4aa6c46d0b40c3b6e4424,1,credit_card,4,45.62
5de443f7adc75b72230b61e63ce5007a,1,boleto,1,173.32
f247c7a7f6677c91066b72c033b635f3,1,credit_card,5,120.91
17158b7ebb079668a6f21a5660ec6e83,1,credit_card,1,46.82
ab4f549aa957d2c456a8d2c7ad54b761,1,credit_card,3,194.48
9856503e3360fab415c2efa086e44c85,1,credit_card,1,34.13
1200ed0c118de7e4524b65918a42c990,1,boleto,1,60.08
37a7476e58da10721b5e55ba4be6807d,2,credit_card,5,129.16
7110bcab44594321876407867f1fc66e,1,credit_card,1,42.59
5bb9511e1d233eedad299acb511799f2,1,boleto,1,483.87
0ec04706b50b8bc69a14dff0d6a26f13,1,credit_card,10,536.00
dc170ecd2fefc21a44d0040b830dfa60,1,credit_card,1,231.25
a2e0ceb6d71b7658cd40852920066f75,1,credit_card,3,166.63
c13f61a17915a48e0741b02a6b7a3fe8,1,boleto,1,72.90
867711b4834ce56a43da811777ea6ec4,1,credit_card,1,65.01
a75677de97d29dd137bd7779428d9aa2,1,credit_card,8,250.11
0fd3cee523a106ac501c4cf18f56a4de,1,credit_card,1,96.66
58aa4a2e2d2b63972e1c4508ed5f7cd7,1,credit_card,5,153.90
0cabc61e5deb17c32904e1b512204efd,2,voucher,1,71.23
0670e42d70788dc30446908644d4cd74,1,credit_card,2,150.14
bbcf632e5c697b7e9666005c55d10a80,1,credit_card,1,34.35
f5e82fd73a7ac75d9b2d34bcde06ed08,1,credit_card,1,54.30
a1748813f3db25c07ecae1736c744da9,1,credit_card,5,109.00
9846cae21962f6c6e65ad2e77d3c2be7,1,credit_card,1,216.40
03343a88c4d669e6378c5aedc4147919,1,credit_card,3,158.30
c870ef6a8e1d8eec841d79b42a6a20e4,1,boleto,1,46.02
f09d0203a51785e9ba9279607c38958c,1,boleto,1,38.04
0db053a048333680c09114ac4f231a79,1,credit_card,1,117.04
dc1e38158c000863ec33ac43a40c3366,1,credit_card,2,45.09
266fd5134fd1b895a5b06936d51aaa17,1,credit_card,1,46.03
7659849a6efa9d49c5ac7bf7fdbddb2c,1,credit_card,1,33.92
bfb1d0f7664c36a532d74c4cf0da37af,1,credit_card,8,1240.85
c38c9bc64c50852ae814ac2dc6bff45d,1,credit_card,1,163.47
c2b188860433e96beb3ef17cf8e69b0d,1,credit_card,1,59.59
4f8a2144278d625038f8d55d5a334d93,1,boleto,1,188.63
3005c05dbcb19ff903a28b5d654bb1cf,1,credit_card,1,71.71
7b07cef881924b566432e1343e5dba8a,1,credit_card,1,68.69
29985fe387407ff7f6904b294fb89028,1,boleto,1,63.52
5775b40b5767cf4043ffa1322c7d646c,1,credit_card,1,313.18
dcd503d4272567a178500e93e964ac98,1,credit_card,3,80.15
4027aaf151a408af313fee7a5af64c5a,1,credit_card,1,50.00
9ca767bff71e0db7ad334bde5f300c2a,1,credit_card,6,106.38
db5a41f8a08f620920c7c413e91a4438,1,boleto,1,133.38
5f63f81968c1ed5835496acaa5b63434,1,credit_card,6,393.32
3211a50b2771974d1a3a57054cca7dbb,1,credit_card,4,92.50
f13b53e842d66d6ea61e1c8da79a4550,1,credit_card,10,726.60
34658a3acc2e95feb3382c78cbc1564c,1,credit_card,6,66.01
2b851d9512b237dafe33b79cf00c9885,1,credit_card,2,116.94
920660e6627be7877e8f70d72c8e398e,1,credit_card,2,173.05
687297c4cb20d6fad502624bed7376ec,1,boleto,1,51.85
b75eb9360ab80bfd5c7ccf7270d447fb,1,credit_card,10,233.05
6c611d177ef47b4d67080071684f3da3,1,credit_card,1,34.13
db7d019ce87ceb1539bd37353ab408ba,1,credit_card,2,51.70
57f7bb7d658b442616fce795fcc30146,1,boleto,1,95.59
e00bfbddf86f0a755d3550dd87962824,1,credit_card,1,76.51
be449a37a242b89d7c027246275dc0f9,1,boleto,1,1677.31
678b28f078641e74d50be86b4ecaec7e,1,credit_card,2,56.05
7525e8f8b1a51d44f9912ce81146ac7d,2,voucher,1,100.00
e4b774f7fa2c4ce8052731dfeb5cc3f2,1,credit_card,2,81.34
a567a2572a97a9731794566e93368a06,1,credit_card,3,94.26
06851487bfc68744f67fbc8ad1934d43,1,credit_card,2,133.05
80e9acbfd99b46609bded7263945fe15,1,credit_card,1,53.00
f08e2cd4d2598a1628420f499688039d,1,credit_card,3,35.44
252c40159f2a9ab94b552a779514e790,1,credit_card,1,102.13
37921782093cc3bbeec6354572683718,1,credit_card,3,168.94
68b3b77e74b7ad7bb9d25331580ddcdf,1,credit_card,10,1021.24
5456769456d0d521af0d1675613702a8,1,credit_card,4,196.11
c456339d894d329ad45d39e3d6796b90,1,credit_card,3,37.68
5c28fcfb4e50a56899353fd6f8609f42,1,boleto,1,165.96
6bd4b48e32c302661000c8a7c586461e,1,credit_card,1,30.95
f58bddd33f2b976d3676cccd97e4d776,1,credit_card,1,24.09
83eee67c21d596a653687afe2c8ebad8,1,credit_card,4,160.58
b040969443a5b34aa13dd9fb64961d02,1,credit_card,10,317.31
d9515cd3ca09c7b9b751f077d2adfc84,1,boleto,1,735.00
8f7fab386de53dade383a220ad572f8b,1,credit_card,2,69.24
4152a677b7acfa7fdab8dc8e1dd436eb,1,credit_card,1,216.15
42845ec86a155bf18a11b8be59fa8442,1,credit_card,1,48.34
4dd1f29debee7ab872c8919f35a80070,1,boleto,1,153.13
a46944cf9b2c78431a4619ef5f308ab8,1,credit_card,5,92.25
411d2a5826116cb819444537c0d0360d,1,credit_card,1,31.38
1962f977f7b7b5eb73a3c2c39bbc93b5,1,boleto,1,32.62
b523b77f215e6c094c97389acf24ea9c,1,credit_card,1,72.86
f2f276797fe0c5bb220e8fceefd0220b,1,credit_card,1,94.20
34aed6e4313d7573b0d3b459f3a805ea,1,credit_card,7,1489.47
8f3a46cc0e9d362bf43dd339e4379615,1,credit_card,3,177.98
ff42eee9423ebc7d468a3709e1cbefb7,1,credit_card,1,149.57
55b2e390d5d80ada31ad1b795ebeb087,1,credit_card,6,131.40
1a67c7a3cb47a447f68bc24f7cbbe825,1,boleto,1,113.30
771b1c1071afb60efdf55afffd0ad25b,1,credit_card,1,95.22
d8d842d38880d9584e98d64058aedfed,1,credit_card,1,319.89
d5fbbc2e51c9e93de3502e15b4159d46,1,boleto,1,49.73
8084fb81dfc973b3d492e788bfe45ab7,1,credit_card,2,66.91
2c9d99ef4b6645ccf36b919ebe2b839c,1,credit_card,3,75.85
465c2e1bee4561cb39e0db8c5993aafc,4,voucher,1,59.40
80a516f4d571d5fce4d688cc931b106f,1,credit_card,3,165.76
ff6f331d72b0d62624db312fd52fa91a,1,credit_card,3,177.54
f30d4e114f279d76688a6a27b79bef2b,1,credit_card,5,116.38
641b2871fe2ce7418e69b4c4fa21bd40,1,credit_card,10,409.95
179b8db66f5362945c237b68bc358a77,1,credit_card,3,97.99
9e1875fa0cf820137eeddfab7245ebb4,1,credit_card,6,62.01
f0e14b83b8b12697246a18f91e0377e5,1,boleto,1,180.01
c595bbefb93ccf827f9dd4b7c3f25785,1,credit_card,5,619.34
